4,C-01,103.20391082763672,741.9358520507812,120.50759887695312,752.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
4,C-02,103.20391082763672,732.9358520507812,120.50759887695312,743.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
4,C-03,103.20391082763672,751.0558471679688,120.50759887695312,761.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
8,C-04,103.20391082763672,760.0558471679688,120.50759887695312,770.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
3,C-02,103.20391082763672,741.9358520507812,120.50759887695312,752.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
3,C-02,103.20391082763672,751.0558471679688,120.50759887695312,761.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
3,C-02,103.20391082763672,760.0558471679688,120.50759887695312,770.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
15,C-13,105.96390533447266,705.8158569335938,123.26759338378906,715.9462890625,18121677-3a94-4711-afbb-b053f08ffd27
15,CL-01,105.96390533447266,714.8158569335938,127.71371459960938,724.9462890625,18121677-3a94-4711-afbb-b053f08ffd27
13,C-10,105.96390533447266,741.9358520507812,123.26759338378906,752.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
13,C-13,105.96390533447266,760.0558471679688,123.26759338378906,770.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
13,C-16,105.96390533447266,723.9358520507812,123.26759338378906,734.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
13,C-17,105.96390533447266,732.9358520507812,123.26759338378906,743.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
13,C-18,105.96390533447266,751.0558471679688,123.26759338378906,761.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
18,C-14,105.96390533447266,760.0558471679688,123.26759338378906,770.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
10,C-03,105.96390533447266,732.9358520507812,123.26759338378906,743.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
10,C-05,105.96390533447266,723.9358520507812,123.26759338378906,734.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
10,C-06,106.56208038330078,741.9358520507812,123.87060546875,752.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
10,C-07,378.3470458984375,741.9358520507812,395.65472412109375,752.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
10,C-08,105.96390533447266,760.0558471679688,123.26759338378906,770.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
10,C-15,103.20391082763672,714.8158569335938,120.50759887695312,724.9462890625,18121677-3a94-4711-afbb-b053f08ffd27
16,CL-02,108.48043060302734,660.5758666992188,130.23023986816406,670.706298828125,18121677-3a94-4711-afbb-b053f08ffd27
16,CL-03,107.51642608642578,687.6958618164062,129.26544189453125,697.8262939453125,18121677-3a94-4711-afbb-b053f08ffd27
16,CL-03,105.96390533447266,751.0558471679688,127.71371459960938,761.186279296875,18121677-3a94-4711-afbb-b053f08ffd27
16,CL-04,455.3782958984375,696.6925659179688,477.148193359375,706.822998046875,18121677-3a94-4711-afbb-b053f08ffd27
16,CL-05,106.56208038330078,723.9358520507812,128.30868530273438,734.0662841796875,18121677-3a94-4711-afbb-b053f08ffd27
